Frame,Origin_X_mm,Origin_Y_mm,Origin_Z_mm,Rotation_X_deg,Rotation_Y_deg,Rotation_Z_deg,PenTip_Global_X_mm,PenTip_Global_Y_mm,PenTip_Global_Z_mm
74,42.695945970977476,-177.29479025314964,-183.78494212867508,36.801828713541255,-1.694386942450162,-177.21692816431732,36.21235242052592,-15.973477493576553,-138.6997582708551
75,40.66762457561467,-181.10819319773597,-171.76715416263437,36.70815071716481,-4.640871480597524,-178.1298322651943,39.09335678094391,-19.701710512023396,-126.5482889929915
76,44.659901141032464,-178.09756319875558,-182.88266599554925,38.45826281898404,-4.023174979457325,-177.813993505378,41.31158536929513,-15.424682268315365,-142.5639441584616
77,47.212968921036776,-175.4212952854933,-190.98909652695647,39.50231924773816,-2.4622145645391558,-178.940169607042,45.82259550405638,-12.027352507336758,-153.57568897748627
78,48.10768603954017,-176.62753885314498,-190.3685725227814,39.104076274951595,-3.7575156488722885,-177.68184816669338,44.059129732093226,-13.530354833479464,-151.86929336103992
79,50.4451236029299,-175.92752827611008,-194.64259939691328,39.063115246742164,-4.152321029722348,-177.32485946350954,45.65511175954936,-12.87355736076438,-156.0455127896215
80,50.128189229133085,-177.50833273553403,-193.06580843940094,38.2557347265961,-2.554636810962343,-177.3640813461107,44.50168563722687,-15.056883926518879,-152.1128356965695
81,52.35094883226256,-176.8890935353921,-196.94070150951677,39.264149205683836,-3.2808324592985056,-176.79656432679369,45.43101784010409,-13.786300633588866,-158.87667332031776
82,55.626963842940626,-174.21527238183882,-206.27897325951562,40.206425302327915,-2.29071047946173,-178.02573579935986,51.42145142147925,-10.423360658509921,-170.8699340381097
83,57.53643666932612,-174.42864113892767,-208.14680980022024,39.8989950108147,-3.940021141106153,-177.44885107731633,52.76843369759939,-10.831667410817687,-171.9173594323414
84,58.83038090428727,-173.23061398307507,-214.41884810778663,39.247357843919154,-0.6552163158475998,-178.6827519116867,55.537855318556154,-10.03973249784687,-176.24592295612445
85,60.37399615588029,-173.50426749076993,-216.02979262448162,39.10585566113808,-1.8426581673587388,-178.2919090180813,56.77474578518192,-10.4104168898389,-177.47180989427238
86,61.00297733671752,-174.13873758604169,-217.76309565364886,37.71662403493661,0.42825223003454843,-177.86829840731787,54.67736210834255,-12.116500448784791,-175.24183033482336
87,61.18719160446054,-174.95021501697158,-217.94762556076944,36.4242313279175,1.5702858059902263,-178.41054825052632,55.47598327240712,-13.901581690202818,-171.79573998432966
88,65.11275319583254,-171.27013982941924,-227.6946441505197,40.01797789638261,1.3461001048710892,-178.8889864991503,61.11649933823878,-7.594731192528883,-191.72705732647023
89,66.72815741924438,-171.6950689348625,-227.88361273941632,39.20130826091559,-0.8229043494687426,-178.5855272778002,63.27304659011722,-8.537930991138381,-189.58103728470383
90,67.41633121438358,-172.26482468162183,-230.07101318854097,37.130501666227296,1.4631969860017615,-178.4596539101293,61.965207322504824,-10.651021119125744,-185.90608948577426
91,68.76409059866279,-171.6934273657108,-232.30512228514874,36.589549565449936,2.379707989531898,-178.56201064101032,62.84297770872615,-10.513632788407875,-186.64013590109346
92,70.56290012969703,-171.0634166231035,-233.4675456983648,37.19976866621329,1.414258448835264,-178.74891857613403,65.9691443480597,-9.36994473049623,-189.49715458768458
93,72.74153469656093,-169.42179206009558,-237.3380885052518,37.83378580612576,2.329618538102138,-178.13727113654548,65.77734593781767,-7.330492835209526,-195.18138643056432
94,74.89868199559962,-168.1496331484673,-240.78896056402698,37.946300070994454,2.052537233397219,-178.37855164061418,68.83002149151466,-5.941846255540412,-198.94302921726546
95,77.098691522532,-166.30592542311317,-245.22611383251603,37.71089764760558,2.0923262460864596,-179.01620200007747,72.78518696384504,-4.214939974953268,-202.71514049433551
96,77.53318756890161,-166.71754171059723,-245.86991996824088,35.16051047636901,4.261934265134353,-178.35172065128964,69.25880577805114,-6.801704757771489,-196.294357067257
97,78.8988314491763,-165.63231396636345,-247.01864637490985,35.80565883119012,4.119328901352614,-178.54319605513282,71.39797131698035,-5.133873631777817,-199.23512948115672
98,81.26373048098836,-162.8905155665407,-251.3316329032691,37.174096563288664,3.1157125912402113,-179.14561172001729,76.480994152763,-1.2083546250614745,-207.33980405061538
99,82.18867403898639,-162.9191880186262,-252.05779516833013,34.87127167823682,4.333812497013753,-177.9827102479576,72.77031175440894,-3.317128219092865,-201.68167285908987
100,83.90812104014611,-161.31457049859875,-255.5165710274556,33.99202068067603,4.962424913700553,-178.02980009547494,73.8845804084549,-2.524666316239859,-202.7475298929512
101,84.96296152858221,-160.18783192918048,-257.0652322398712,34.03099763295066,5.054547826638666,-178.09925242322868,75.05545094508105,-1.3524173037607738,-204.41137165869702
102,86.3907709860097,-158.1777108145912,-259.52232339571844,35.173494444083374,5.11762021324388,-178.53605211008318,77.8941486309032,1.7563546636880858,-210.0432485515272
103,86.44675433708127,-158.61584781028148,-256.85475583384266,34.63331498198427,4.783526657093957,-178.31138543364193,77.49991169130587,0.8132384365201233,-205.84890122405773
104,86.6889756741804,-159.3482854687135,-248.8426023824511,37.556763587171396,-0.20163037801191258,-178.3380174101395,82.1641600114493,2.6147469738932614,-205.8684368349235
105,87.34268277146651,-159.00492978929395,-251.71019077195206,35.92332263064673,1.974164983890139,-178.13220268806234,80.4889553035847,1.5923111879056648,-204.16201152605254
106,88.2672274986412,-158.13030276885164,-253.5248499452465,35.723185773602324,2.664690559219828,-177.88371622063212,80.12464706828595,2.246533978608852,-205.43903750429354
107,91.19850574849482,-154.09172948050585,-266.696122521078,33.95833060418332,5.6727445270193755,-178.3836602281855,81.49390790410064,4.707189400781289,-213.89459903826673
108,90.89864870667256,-155.71578050466547,-255.25590988680494,37.44773551763144,0.4249239922919187,-178.25962393994385,85.6827176183703,6.144535916825049,-211.97417274387192
109,90.53723684074103,-156.11899188682125,-252.1751912271642,36.46716663338404,1.19623258413839,-178.74271017477116,86.06278463456084,5.001255085511644,-206.13692418417088
110,92.97740533166976,-153.49477165144015,-260.3310019637279,36.63835848513542,3.1226061207060347,-178.0962391914159,85.16082948434612,7.651001890590663,-214.83135854912018
111,93.85931780939376,-153.40167982813426,-257.6157745293161,36.441788256570035,0.9572295618431167,-178.56782972872787,89.08441871009771,7.688524093740824,-211.50261720634433
112,95.00869782865047,-151.99691366581786,-259.4467091889933,36.394410631047194,1.4796944540935424,-178.24529515730737,88.90452643769999,9.0127057868323,-213.20908084761334
113,96.63584376528951,-148.84705849117057,-269.4888505531644,34.71171680330244,6.071311686752496,-178.31431600592848,86.5734489377455,10.619332300987537,-218.80852737591704
114,96.92202398922026,-150.24552729330796,-260.9236046876108,35.79928439675568,1.9801028459308447,-178.17225166890054,90.16691207669825,10.25260531741921,-213.02794067914704
115,97.95643323007758,-148.96009115420148,-261.7068835963329,36.37722941071455,2.125437733043106,-178.5464450428654,92.17631776618094,12.052253366284049,-215.43711034712192
116,98.99961017653465,-147.86292640439882,-263.07954383468575,36.02856144761564,2.2758554391893084,-178.7500854870707,93.63768526727804,12.88077426308135,-215.83561093019603
117,96.85470061840323,-150.16398935468666,-255.35469349153925,36.09712452839003,5.782155673931538,-178.27907163157204,87.30464107403989,10.500553948247841,-208.50410515743715
118,101.41843487940599,-145.17129481788066,-265.9552732629311,36.20612692968624,2.420642199707974,-178.4423872049042,95.0910965958866,15.684320178344706,-219.2143634116568
119,103.13457647993269,-142.8566487189135,-269.30810068659605,36.9734369215152,3.0255195857193518,-178.60349740251573,96.86543620729009,18.618746598945364,-224.7472285398793
120,105.23781771637061,-140.1033219915197,-281.35813270353344,32.96746544332918,8.338062966541804,-178.63333242885392,93.40123542846544,17.72740756624654,-226.1437064518932
121,106.12785976415358,-139.71890744589916,-275.95167042129174,35.47948772020119,5.743946391089218,-178.53144311363232,97.15682051909496,20.465737259106675,-227.3751658652045
122,106.24305338015228,-140.18838594087114,-269.97202962170604,35.15223313695073,3.6740395696243584,-178.29823653878898,98.32676973999449,19.727545019608414,-220.33832919886243
123,107.7272567463857,-138.17641609130888,-272.3709355635159,35.63587160208008,3.5715689566186324,-178.80846502872666,101.39975607793639,22.221282612691965,-224.08203699413207
124,108.44906395936226,-136.56494707253984,-277.34378687515823,34.84016776473178,6.952618966368664,-178.35721157712132,97.76756593071022,23.00165305140797,-227.10752045297136
125,110.0937147777644,-135.16731545654812,-276.0894880606329,36.249324400547046,3.4027481157963493,-179.06165622625306,104.71115987458919,25.76951322151669,-229.5100718228307
126,108.88059997239912,-135.90088827408098,-270.2777853437642,35.97544149670823,4.429363884051206,-179.56615901444133,104.02353751835355,24.84545425378184,-222.98826168867333
127,110.29049097937849,-134.23065354634687,-273.8358100209142,35.323107849921854,4.594160001411278,-179.20018877138264,104.13212519087509,25.927088300482154,-224.73541290813773
128,111.37437596620256,-132.4019925238224,-278.96103573790015,34.06457151094539,6.77347703653992,-178.59754878073076,101.28196234793796,26.506179107218742,-226.56243923445982
129,110.98598290672294,-132.55152312009005,-272.51056884756656,34.55186573645476,4.693136141625756,-179.2830282064533,104.80677250991155,26.93421616160464,-221.27197925011433
130,113.35401835392722,-129.78090997888256,-278.77545307075445,34.9884943975458,4.975234378824728,-179.30629917436434,107.0882595701946,30.09265360065106,-228.77084653757777
131,114.0303784225151,-128.45568850382523,-278.54123633931533,35.58376376836178,5.145845633616431,-179.45909575862055,108.18654733293883,31.946818000834867,-230.20737362887326
132,114.79832340350887,-127.68917334365361,-278.467537730627,34.44989790943508,5.083028913185975,-179.46007818258585,108.73912558674857,31.71963724844383,-226.97584940403317
133,118.06019717672481,-124.09476539288602,-286.1993499682784,36.35041537130316,4.3384229976900155,-179.37851199407262,112.82810675938646,36.94342588453867,-239.95431867568152
134,117.61856059205425,-125.10308505648305,-282.52917016575975,33.961872571124346,5.313116415836466,-179.71054908670547,111.92620281176309,33.88293593517801,-229.70570065235916
135,118.71710081125636,-123.18914659938264,-284.5639596008316,35.250289262121846,5.623159067003579,-179.51863095493175,112.54843502243332,36.9300496476495,-235.33929815066904
136,119.15624640966726,-123.08593444037169,-284.41155231623543,33.917500913770795,5.947617214770373,179.83417076991788,114.12984268968142,35.900897664976384,-231.52299758042818
137,120.05628188199839,-122.1212943505931,-285.2142214034641,34.75985133904196,6.053305250603054,179.89647329483273,115.00789343838974,37.62422751657678,-234.66564321573583
138,120.9165007831777,-121.19569573100625,-286.8292668502809,34.798438137716666,6.131069157616288,-179.65328086177266,114.55564079669128,38.539072170850716,-236.39495191624917
139,120.80081837628313,-120.69536498773041,-286.5718859354439,34.44596124658209,6.599064905299411,179.92483125024592,115.09127779939118,38.76754106791495,-235.20789584528302
140,123.38688715542213,-117.37946840624537,-295.03354006888867,35.64296421203063,5.196125676391006,-179.62668529117437,117.98453325286846,43.08932036208938,-246.86862396984372
141,122.14890062868218,-117.92655118766865,-291.62285256405767,33.64076036128077,5.9408968661607,179.8925621156846,116.8867825246185,40.79653589078973,-237.97056015603562
142,122.5485996649146,-116.16276984598429,-293.7787293918028,34.013322225759175,5.584301272504648,179.82420117010375,117.91148656750195,42.91252827858062,-241.1211235974307
143,122.36491579087615,-115.09160291151193,-293.34960546997536,34.87709379108928,5.7343248754375065,-179.93259063536615,117.15401158177886,44.74219256294822,-243.0974309812534
144,122.57697862958847,-114.16794793522021,-294.1657515064926,34.08337089557454,5.896292857030454,179.70545592172175,118.00321648782969,44.98255245960618,-241.73030869116133
145,122.81706523155063,-113.46156149873062,-294.7150465610234,33.118673043454166,6.0796069710623115,179.60101544218503,118.07640200982573,44.79014063068885,-239.64053680694042
146,125.47231208768832,-110.99632166883146,-301.53832509334404,34.03852902503062,4.480635183460584,179.99635613252724,121.37793122965351,48.087520844055945,-248.8615385928647
147,124.17377313684023,-111.57115814481088,-297.4060374639355,34.298481915832426,6.298536134546384,179.5385496745849,119.76283701038977,47.79119920129432,-245.60391933278618
148,126.57554907256076,-109.22194028980002,-303.6449269289162,35.60010351752055,5.561523576083616,179.8314444857,122.37221888736957,51.25547920785917,-255.38928906120736
149,127.07899604476984,-109.24899324187737,-303.84426686142365,34.84530869383955,5.052707106860632,179.4156133776664,124.27669630547015,50.5996770640655,-253.44757592951817
150,127.6544943511075,-108.52369488366864,-305.6760492825896,36.0932336195233,5.474827944351205,179.75725966423892,123.86564769693967,52.36948074070207,-258.78993814262094
151,125.96603384601522,-110.38400206954663,-300.03547891708024,34.47903583927511,6.570950634001453,179.34515237512667,121.90616989420295,49.157916565259626,-248.76004189007335
